LineTotal,ProductID,ProductName,SubcategoryName,CategoryName,OrderDate
39754.84,892,"HL Touring Frame - Blue, 54",Touring Frames,Components,2014-05-01
39678.24,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2014-05-01
39527.63,787,"Mountain-300 Black, 44",Mountain Bikes,Bikes,2012-10-30
39527.63,785,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2012-10-30
39509.40,718,"HL Road Frame - Red, 44",Road Frames,Components,2013-06-30
39496.73,979,"Touring-3000 Blue, 50",Touring Bikes,Bikes,2013-09-30
39462.70,763,"Road-650 Red, 48",Road Bikes,Bikes,2012-08-30
39462.70,768,"Road-650 Black, 44",Road Bikes,Bikes,2012-06-30
39441.25,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2013-06-30
39040.91,717,"HL Road Frame - Red, 62",Road Frames,Components,2012-07-31
39017.06,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2012-07-31
38993.05,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2014-05-01
38992.90,764,"Road-650 Red, 52",Road Bikes,Bikes,2013-03-30
38879.64,786,"Mountain-300 Black, 40",Mountain Bikes,Bikes,2013-03-30
38816.98,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2013-03-30
38759.89,773,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,2012-02-29
38759.89,773,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,2011-05-31
38702.18,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2013-04-30
38695.89,970,"Touring-2000 Blue, 46",Touring Bikes,Bikes,2013-06-30
38645.32,752,"Road-150 Red, 52",Road Bikes,Bikes,2011-10-31
38645.32,753,"Road-150 Red, 56",Road Bikes,Bikes,2011-12-01
38523.11,761,"Road-650 Red, 62",Road Bikes,Bikes,2012-11-30
38478.90,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2013-09-30
38469.17,965,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,2013-09-30
38390.51,775,"Mountain-100 Black, 38",Mountain Bikes,Bikes,2012-04-30
38279.57,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2012-10-30
38279.57,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2012-05-30
38260.09,718,"HL Road Frame - Red, 44",Road Frames,Components,2012-07-31
38170.76,762,"Road-650 Red, 44",Road Bikes,Bikes,2011-10-31
38145.12,955,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,2013-06-30
38116.26,791,"Road-250 Red, 52",Road Bikes,Bikes,2013-01-28
38053.31,765,"Road-650 Black, 58",Road Bikes,Bikes,2012-10-30
38053.31,768,"Road-650 Black, 44",Road Bikes,Bikes,2013-03-30
38020.12,763,"Road-650 Red, 48",Road Bikes,Bikes,2013-01-28
37947.80,889,"HL Touring Frame - Yellow, 54",Touring Frames,Components,2014-05-01
37896.72,765,"Road-650 Black, 58",Road Bikes,Bikes,2013-01-28
37859.85,965,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,2013-10-30
37791.60,718,"HL Road Frame - Red, 44",Road Frames,Components,2013-07-31
37752.04,893,"HL Touring Frame - Blue, 60",Touring Frames,Components,2013-07-31
37660.20,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2014-05-01
37616.14,758,"Road-450 Red, 52",Road Bikes,Bikes,2011-08-01
37583.65,788,"Mountain-300 Black, 48",Mountain Bikes,Bikes,2013-02-28
37583.65,787,"Mountain-300 Black, 44",Mountain Bikes,Bikes,2012-05-30
37583.65,787,"Mountain-300 Black, 44",Mountain Bikes,Bikes,2012-08-30
37424.37,801,"Road-550-W Yellow, 48",Road Bikes,Bikes,2014-05-01
37352.46,998,"Road-750 Black, 48",Road Bikes,Bikes,2013-05-30
37345.45,892,"HL Touring Frame - Blue, 54",Touring Frames,Components,2013-06-30
37216.28,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2012-10-30
37208.25,785,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2012-12-31
36935.66,788,"Mountain-300 Black, 48",Mountain Bikes,Bikes,2012-08-30
36935.66,787,"Mountain-300 Black, 44",Mountain Bikes,Bikes,2013-02-28
36807.28,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2012-09-30
36741.35,756,"Road-450 Red, 44",Road Bikes,Bikes,2012-01-01
36719.32,998,"Road-750 Black, 48",Road Bikes,Bikes,2014-03-31
36650.25,796,"Road-250 Black, 58",Road Bikes,Bikes,2014-01-29
36650.25,792,"Road-250 Red, 58",Road Bikes,Bikes,2014-01-29
36650.25,794,"Road-250 Black, 48",Road Bikes,Bikes,2013-11-30
36643.93,761,"Road-650 Red, 62",Road Bikes,Bikes,2013-01-28
36544.65,763,"Road-650 Red, 48",Road Bikes,Bikes,2012-07-31
36498.35,749,"Road-150 Red, 62",Road Bikes,Bikes,2012-02-29
36498.35,750,"Road-150 Red, 44",Road Bikes,Bikes,2012-04-30
36492.92,770,"Road-650 Black, 52",Road Bikes,Bikes,2011-10-01
36449.89,778,"Mountain-100 Black, 48",Mountain Bikes,Bikes,2011-08-31
36439.20,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2013-05-30
36303.88,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2013-12-31
36287.66,788,"Mountain-300 Black, 48",Mountain Bikes,Bikes,2012-10-30
36287.66,786,"Mountain-300 Black, 40",Mountain Bikes,Bikes,2012-08-30
36242.12,961,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,2014-03-31
36174.14,766,"Road-650 Black, 60",Road Bikes,Bikes,2012-06-30
36078.21,979,"Touring-3000 Blue, 50",Touring Bikes,Bikes,2014-05-01
36078.21,961,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,2014-01-29
36073.80,717,"HL Road Frame - Red, 62",Road Frames,Components,2013-07-31
36073.47,760,"Road-650 Red, 60",Road Bikes,Bikes,2011-10-01
36015.75,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2013-02-28
35917.64,718,"HL Road Frame - Red, 44",Road Frames,Components,2012-05-30
35912.39,771,"Mountain-100 Silver, 38",Mountain Bikes,Bikes,2012-04-30
35912.26,786,"Mountain-300 Black, 40",Mountain Bikes,Bikes,2012-05-30
35782.70,751,"Road-150 Red, 48",Road Bikes,Bikes,2012-04-30
35777.63,796,"Road-250 Black, 58",Road Bikes,Bikes,2012-10-30
35761.05,955,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,2014-03-01
35716.59,970,"Touring-2000 Blue, 46",Touring Bikes,Bikes,2014-05-01
35704.34,767,"Road-650 Black, 62",Road Bikes,Bikes,2012-06-30
35704.34,768,"Road-650 Black, 44",Road Bikes,Bikes,2012-12-31
35639.67,786,"Mountain-300 Black, 40",Mountain Bikes,Bikes,2013-01-28
35631.58,801,"Road-550-W Yellow, 48",Road Bikes,Bikes,2013-09-30
35629.44,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2013-06-30
35629.44,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2014-03-31
35341.31,792,"Road-250 Red, 58",Road Bikes,Bikes,2013-01-28
35341.31,795,"Road-250 Black, 52",Road Bikes,Bikes,2013-02-28
35341.31,796,"Road-250 Black, 58",Road Bikes,Bikes,2013-01-28
35341.31,796,"Road-250 Black, 58",Road Bikes,Bikes,2012-07-31
35335.86,979,"Touring-3000 Blue, 50",Touring Bikes,Bikes,2013-10-30
35214.90,838,"HL Road Frame - Black, 44",Road Frames,Components,2013-07-31
35184.24,796,"Road-250 Black, 58",Road Bikes,Bikes,2014-05-01
35184.24,791,"Road-250 Red, 52",Road Bikes,Bikes,2012-08-30
35183.39,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2014-01-29
35110.58,998,"Road-750 Black, 48",Road Bikes,Bikes,2013-08-30
35038.92,961,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,2014-05-01
34991.68,785,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2013-04-30
34991.68,787,"Mountain-300 Black, 44",Mountain Bikes,Bikes,2013-01-28
34991.68,785,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2013-01-28
34991.68,788,"Mountain-300 Black, 48",Mountain Bikes,Bikes,2013-01-28
34980.82,739,"HL Mountain Frame - Silver, 42",Mountain Frames,Components,2012-06-30
34980.82,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2013-03-30
34764.76,760,"Road-650 Red, 60",Road Bikes,Bikes,2013-01-28
34527.90,770,"Road-650 Black, 52",Road Bikes,Bikes,2011-07-01
34424.90,776,"Mountain-100 Black, 42",Mountain Bikes,Bikes,2011-12-01
34343.68,786,"Mountain-300 Black, 40",Mountain Bikes,Bikes,2013-04-30
34330.61,967,"Touring-1000 Blue, 50",Touring Bikes,Bikes,2013-11-30
34296.57,979,"Touring-3000 Blue, 50",Touring Bikes,Bikes,2014-01-29
34296.57,965,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,2014-03-31
34294.96,766,"Road-650 Black, 60",Road Bikes,Bikes,2013-03-30
34286.99,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2013-09-30
34235.77,801,"Road-550-W Yellow, 48",Road Bikes,Bikes,2013-04-30
34116.97,754,"Road-450 Red, 58",Road Bikes,Bikes,2012-02-29
34032.38,795,"Road-250 Black, 52",Road Bikes,Bikes,2012-08-30
34015.80,953,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2013-12-31
33889.77,998,"Road-750 Black, 48",Road Bikes,Bikes,2013-10-30
33825.17,765,"Road-650 Black, 58",Road Bikes,Bikes,2012-11-30
33803.37,999,"Road-750 Black, 52",Road Bikes,Bikes,2013-06-30
33718.23,792,"Road-250 Red, 58",Road Bikes,Bikes,2014-05-01
33635.74,752,"Road-150 Red, 52",Road Bikes,Bikes,2012-01-29
33614.70,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2013-05-30
33614.70,801,"Road-550-W Yellow, 48",Road Bikes,Bikes,2012-10-30
33454.59,778,"Mountain-100 Black, 48",Mountain Bikes,Bikes,2012-04-30
33355.37,763,"Road-650 Red, 48",Road Bikes,Bikes,2012-11-30
33242.17,755,"Road-450 Red, 60",Road Bikes,Bikes,2012-01-01
33198.78,764,"Road-650 Red, 52",Road Bikes,Bikes,2012-05-30
33137.25,762,"Road-650 Red, 44",Road Bikes,Bikes,2012-01-01
33047.69,785,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2013-02-28
33014.44,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2012-08-30
32942.41,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2013-11-30
32906.15,776,"Mountain-100 Black, 42",Mountain Bikes,Bikes,2012-04-30
32748.00,739,"HL Mountain Frame - Silver, 42",Mountain Frames,Components,2013-07-31
32728.98,769,"Road-650 Black, 48",Road Bikes,Bikes,2012-06-30
32639.90,772,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,2011-08-31
32544.25,892,"HL Touring Frame - Blue, 54",Touring Frames,Components,2013-05-30
32494.21,800,"Road-550-W Yellow, 44",Road Bikes,Bikes,2014-03-31
32415.79,768,"Road-650 Black, 44",Road Bikes,Bikes,2012-05-30
32399.90,776,"Mountain-100 Black, 42",Mountain Bikes,Bikes,2011-05-31
32367.38,758,"Road-450 Red, 52",Road Bikes,Bikes,2011-12-01
32367.38,754,"Road-450 Red, 58",Road Bikes,Bikes,2011-08-01
32347.99,998,"Road-750 Black, 48",Road Bikes,Bikes,2014-01-29
32340.28,953,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2013-05-30
32270.11,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2013-05-30
32256.89,965,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,2014-05-01
32252.22,795,"Road-250 Black, 52",Road Bikes,Bikes,2013-08-30
32120.82,835,"ML Road Frame-W - Yellow, 44",Road Frames,Components,2012-07-31
32072.04,970,"Touring-2000 Blue, 46",Touring Bikes,Bikes,2014-01-29
32069.52,958,"Touring-3000 Blue, 54",Touring Bikes,Bikes,2013-10-30
31945.99,764,"Road-650 Red, 52",Road Bikes,Bikes,2012-12-31
31878.88,761,"Road-650 Red, 62",Road Bikes,Bikes,2012-03-30
31813.91,801,"Road-550-W Yellow, 48",Road Bikes,Bikes,2013-02-28
31809.28,777,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2012-04-30
31751.71,785,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2012-08-30
31739.06,765,"Road-650 Black, 58",Road Bikes,Bikes,2012-03-30
31673.82,766,"Road-650 Black, 60",Road Bikes,Bikes,2012-07-31
31654.26,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2013-04-30
31580.64,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2014-03-01
31492.58,756,"Road-450 Red, 44",Road Bikes,Bikes,2011-10-31
31476.20,768,"Road-650 Black, 44",Road Bikes,Bikes,2012-09-30
31471.91,835,"ML Road Frame-W - Yellow, 44",Road Frames,Components,2013-03-30
31459.42,761,"Road-650 Red, 62",Road Bikes,Bikes,2012-01-01
31459.42,763,"Road-650 Red, 48",Road Bikes,Bikes,2012-03-30
31430.12,998,"Road-750 Black, 48",Road Bikes,Bikes,2014-05-01
31414.50,792,"Road-250 Red, 58",Road Bikes,Bikes,2012-10-30
31343.13,972,"Touring-2000 Blue, 54",Touring Bikes,Bikes,2014-03-01
31343.13,972,"Touring-2000 Blue, 54",Touring Bikes,Bikes,2013-11-30
31321.99,889,"HL Touring Frame - Yellow, 54",Touring Frames,Components,2014-03-31
31321.99,885,"HL Touring Frame - Yellow, 60",Touring Frames,Components,2014-05-01
31279.00,956,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,2013-07-31
31259.45,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2012-05-30
31259.45,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2012-10-30
31232.73,838,"HL Road Frame - Black, 44",Road Frames,Components,2012-07-31
31210.99,999,"Road-750 Black, 52",Road Bikes,Bikes,2013-05-30
31103.71,787,"Mountain-300 Black, 44",Mountain Bikes,Bikes,2013-04-30
30925.52,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2013-08-30
30786.21,795,"Road-250 Black, 52",Road Bikes,Bikes,2014-01-29
30733.29,962,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,2014-05-01
30719.65,892,"HL Touring Frame - Blue, 54",Touring Frames,Components,2013-09-30
30678.13,998,"Road-750 Black, 48",Road Bikes,Bikes,2014-03-01
30666.02,981,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,2013-06-30
30620.50,761,"Road-650 Red, 62",Road Bikes,Bikes,2011-10-01
30620.50,760,"Road-650 Red, 60",Road Bikes,Bikes,2012-01-01
30614.22,953,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2014-03-01
30614.22,970,"Touring-2000 Blue, 46",Touring Bikes,Bikes,2013-10-30
30600.86,835,"ML Road Frame-W - Yellow, 44",Road Frames,Components,2012-05-30
30536.61,766,"Road-650 Black, 60",Road Bikes,Bikes,2012-05-30
30515.18,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2013-02-28
30455.72,785,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2012-07-31
30382.53,979,"Touring-3000 Blue, 50",Touring Bikes,Bikes,2013-07-31
30347.44,998,"Road-750 Black, 48",Road Bikes,Bikes,2013-09-30
30297.54,796,"Road-250 Black, 58",Road Bikes,Bikes,2013-07-31
30253.23,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2014-03-31
30117.30,892,"HL Touring Frame - Blue, 54",Touring Frames,Components,2013-10-30
30105.56,792,"Road-250 Red, 58",Road Bikes,Bikes,2013-04-30
30066.82,759,"Road-650 Red, 58",Road Bikes,Bikes,2012-06-30
30061.22,770,"Road-650 Black, 52",Road Bikes,Bikes,2012-01-01
30057.47,749,"Road-150 Red, 62",Road Bikes,Bikes,2011-12-01
30057.47,753,"Road-150 Red, 56",Road Bikes,Bikes,2011-05-31
30013.13,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2012-12-31
29891.76,770,"Road-650 Black, 52",Road Bikes,Bikes,2012-04-30
29813.04,800,"Road-550-W Yellow, 44",Road Bikes,Bikes,2012-12-31
29768.34,885,"HL Touring Frame - Yellow, 60",Touring Frames,Components,2013-06-30
29743.00,758,"Road-450 Red, 52",Road Bikes,Bikes,2011-08-31
29694.00,962,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,2013-09-30
29669.25,796,"Road-250 Black, 58",Road Bikes,Bikes,2013-04-30
29597.23,974,"Road-350-W Yellow, 42",Road Bikes,Bikes,2013-11-30
29591.45,999,"Road-750 Black, 52",Road Bikes,Bikes,2013-09-30
29514.95,893,"HL Touring Frame - Blue, 60",Touring Frames,Components,2014-05-01
29483.45,999,"Road-750 Black, 52",Road Bikes,Bikes,2014-03-31
29473.20,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2013-08-30
29412.86,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2012-05-30
29397.06,962,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,2013-10-30
29397.06,958,"Touring-3000 Blue, 54",Touring Bikes,Bikes,2014-05-01
29320.20,796,"Road-250 Black, 58",Road Bikes,Bikes,2013-10-30
29320.20,792,"Road-250 Red, 58",Road Bikes,Bikes,2013-07-31
29282.41,772,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,2012-04-30
29232.94,792,"Road-250 Red, 58",Road Bikes,Bikes,2012-05-30
29222.30,762,"Road-650 Red, 44",Road Bikes,Bikes,2012-03-30
29202.60,838,"HL Road Frame - Black, 44",Road Frames,Components,2013-05-30
29200.74,835,"ML Road Frame-W - Yellow, 44",Road Frames,Components,2012-09-30
29159.73,785,"Mountain-300 Black, 38",Mountain Bikes,Bikes,2012-11-30
29132.74,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2013-10-30
28942.66,760,"Road-650 Red, 60",Road Bikes,Bikes,2011-07-01
28913.43,953,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2013-08-30
28890.27,717,"HL Road Frame - Red, 62",Road Frames,Components,2012-05-30
28868.20,756,"Road-450 Red, 44",Road Bikes,Bikes,2012-04-30
28831.53,795,"Road-250 Black, 52",Road Bikes,Bikes,2013-11-30
28812.60,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2013-04-30
28678.84,965,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,2013-06-30
28654.50,742,"HL Mountain Frame - Silver, 46",Mountain Frames,Components,2014-05-01
28654.50,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2013-12-31
28626.16,749,"Road-150 Red, 62",Road Bikes,Bikes,2011-08-01
28559.92,772,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,2011-12-01
28551.84,835,"ML Road Frame-W - Yellow, 44",Road Frames,Components,2013-07-31
28523.21,765,"Road-650 Black, 58",Road Bikes,Bikes,2011-10-01
28511.74,788,"Mountain-300 Black, 48",Mountain Bikes,Bikes,2012-11-30
28511.74,786,"Mountain-300 Black, 40",Mountain Bikes,Bikes,2012-11-30
28310.26,889,"HL Touring Frame - Yellow, 54",Touring Frames,Components,2013-10-30
28236.35,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2014-03-01
28236.35,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2014-05-01
28236.35,800,"Road-550-W Yellow, 44",Road Bikes,Bikes,2013-06-30
28217.25,835,"ML Road Frame-W - Yellow, 44",Road Frames,Components,2013-05-30
28109.46,838,"HL Road Frame - Black, 44",Road Frames,Components,2012-05-30
28103.75,763,"Road-650 Red, 48",Road Bikes,Bikes,2011-10-01
28103.75,760,"Road-650 Red, 60",Road Bikes,Bikes,2011-10-31
28012.25,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2013-07-31
27993.41,755,"Road-450 Red, 60",Road Bikes,Bikes,2011-10-31
27993.41,755,"Road-450 Red, 60",Road Bikes,Bikes,2012-04-30
27971.48,998,"Road-750 Black, 48",Road Bikes,Bikes,2013-12-31
27854.19,795,"Road-250 Black, 52",Road Bikes,Bikes,2014-03-01
27835.80,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2014-03-01
27831.05,832,"ML Mountain Frame - Black, 48",Mountain Frames,Components,2012-06-30
27788.32,762,"Road-650 Red, 44",Road Bikes,Bikes,2012-06-30
27788.15,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2014-03-01
27717.85,766,"Road-650 Black, 60",Road Bikes,Bikes,2012-09-30
27717.85,766,"Road-650 Black, 60",Road Bikes,Bikes,2012-08-30
27717.85,766,"Road-650 Black, 60",Road Bikes,Bikes,2012-12-31
27698.58,970,"Touring-2000 Blue, 46",Touring Bikes,Bikes,2013-12-31
27684.29,762,"Road-650 Red, 44",Road Bikes,Bikes,2012-04-30
27684.29,770,"Road-650 Black, 52",Road Bikes,Bikes,2012-03-30
27612.08,801,"Road-550-W Yellow, 48",Road Bikes,Bikes,2013-01-28
27612.08,800,"Road-550-W Yellow, 44",Road Bikes,Bikes,2012-09-30
27567.79,999,"Road-750 Black, 52",Road Bikes,Bikes,2013-10-30
27556.04,975,"Road-350-W Yellow, 44",Road Bikes,Bikes,2013-07-31
27531.84,747,"HL Mountain Frame - Black, 38",Mountain Frames,Components,2013-06-30
27531.84,747,"HL Mountain Frame - Black, 38",Mountain Frames,Components,2013-10-30
27487.69,795,"Road-250 Black, 52",Road Bikes,Bikes,2013-01-28
27484.80,718,"HL Road Frame - Red, 44",Road Frames,Components,2013-05-30
27431.49,998,"Road-750 Black, 48",Road Bikes,Bikes,2013-07-31
27411.99,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2012-11-30
27411.99,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,2013-01-28
27351.79,999,"Road-750 Black, 52",Road Bikes,Bikes,2013-07-31
27339.96,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2013-10-30
27264.83,763,"Road-650 Red, 48",Road Bikes,Bikes,2012-01-01
27215.75,787,"Mountain-300 Black, 44",Mountain Bikes,Bikes,2012-11-30
27215.75,788,"Mountain-300 Black, 48",Mountain Bikes,Bikes,2013-04-30
27118.61,755,"Road-450 Red, 60",Road Bikes,Bikes,2012-01-29
27115.86,800,"Road-550-W Yellow, 44",Road Bikes,Bikes,2013-09-30
27072.42,773,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,2012-04-30
26891.76,801,"Road-550-W Yellow, 48",Road Bikes,Bikes,2014-01-29
26845.37,760,"Road-650 Red, 60",Road Bikes,Bikes,2012-01-29
26845.37,762,"Road-650 Red, 44",Road Bikes,Bikes,2011-07-01
26811.73,800,"Road-550-W Yellow, 44",Road Bikes,Bikes,2012-06-30
26802.30,876,Hitch Rack - 4-Bike,Bike Racks,Accessories,2013-07-31
26778.26,768,"Road-650 Black, 44",Road Bikes,Bikes,2012-07-31
26722.08,747,"HL Mountain Frame - Black, 38",Mountain Frames,Components,2014-05-01
26624.35,981,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,2014-03-31
26503.22,885,"HL Touring Frame - Yellow, 60",Touring Frames,Components,2014-03-31
26425.91,762,"Road-650 Red, 44",Road Bikes,Bikes,2011-10-01
26411.55,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2013-04-30
26388.18,796,"Road-250 Black, 58",Road Bikes,Bikes,2013-08-30
26388.18,796,"Road-250 Black, 58",Road Bikes,Bikes,2014-03-01
26388.18,792,"Road-250 Red, 58",Road Bikes,Bikes,2013-10-30
26279.19,958,"Touring-3000 Blue, 54",Touring Bikes,Bikes,2014-01-29
26243.82,757,"Road-450 Red, 48",Road Bikes,Bikes,2012-01-01
26243.82,757,"Road-450 Red, 48",Road Bikes,Bikes,2012-03-30
26243.35,951,HL Crankset,Cranksets,Components,2013-07-31
26219.47,800,"Road-550-W Yellow, 44",Road Bikes,Bikes,2013-12-31
26135.52,999,"Road-750 Black, 52",Road Bikes,Bikes,2014-03-01
26123.30,962,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,2013-07-31
26123.30,958,"Touring-3000 Blue, 54",Touring Bikes,Bikes,2013-07-31
26123.30,961,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,2013-07-31
26100.83,725,"LL Road Frame - Red, 44",Road Frames,Components,2012-06-30
25900.88,893,"HL Touring Frame - Blue, 60",Touring Frames,Components,2013-05-30
25838.67,767,"Road-650 Black, 62",Road Bikes,Bikes,2012-09-30
25838.67,767,"Road-650 Black, 62",Road Bikes,Bikes,2013-03-30
25765.09,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2013-02-28
25742.44,796,"Road-250 Black, 58",Road Bikes,Bikes,2013-02-28
25682.07,764,"Road-650 Red, 52",Road Bikes,Bikes,2013-02-28
25611.20,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2012-10-30
25586.99,761,"Road-650 Red, 62",Road Bikes,Bikes,2011-07-01
25547.17,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2013-12-31
25547.17,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,2013-05-30
25541.76,768,"Road-650 Black, 44",Road Bikes,Bikes,2013-02-28
25421.06,904,"ML Mountain Frame-W - Silver, 40",Mountain Frames,Components,2013-06-30
25388.37,959,"Touring-3000 Blue, 58",Touring Bikes,Bikes,2014-05-01
25379.70,742,"HL Mountain Frame - Silver, 46",Mountain Frames,Components,2013-09-30
25369.03,754,"Road-450 Red, 58",Road Bikes,Bikes,2011-12-01
25369.03,757,"Road-450 Red, 48",Road Bikes,Bikes,2011-10-01
25368.88,766,"Road-650 Black, 60",Road Bikes,Bikes,2012-10-30
25368.88,759,"Road-650 Red, 58",Road Bikes,Bikes,2012-12-31
25368.88,764,"Road-650 Red, 52",Road Bikes,Bikes,2012-07-31
25368.88,766,"Road-650 Black, 60",Road Bikes,Bikes,2013-04-30
25307.31,836,"ML Road Frame-W - Yellow, 48",Road Frames,Components,2012-06-30
25298.53,892,"HL Touring Frame - Blue, 54",Touring Frames,Components,2014-03-31
25268.88,953,"Touring-2000 Blue, 60",Touring Bikes,Bikes,2013-11-30
25239.90,979,"Touring-3000 Blue, 50",Touring Bikes,Bikes,2014-03-31
25174.65,975,"Road-350-W Yellow, 44",Road Bikes,Bikes,2014-01-29
25047.89,750,"Road-150 Red, 44",Road Bikes,Bikes,2012-02-29
25047.89,750,"Road-150 Red, 44",Road Bikes,Bikes,2011-08-31
24984.15,904,"ML Mountain Frame-W - Silver, 40",Mountain Frames,Components,2013-07-31
24901.46,832,"ML Mountain Frame - Black, 48",Mountain Frames,Components,2012-07-31
24874.88,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2013-08-30
24869.81,796,"Road-250 Black, 58",Road Bikes,Bikes,2012-05-30
24869.81,795,"Road-250 Black, 52",Road Bikes,Bikes,2012-11-30
24834.45,975,"Road-350-W Yellow, 44",Road Bikes,Bikes,2014-05-01
24794.49,961,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,2013-08-30
24782.94,970,"Touring-2000 Blue, 46",Touring Bikes,Bikes,2014-03-31
24782.94,971,"Touring-2000 Blue, 50",Touring Bikes,Bikes,2013-07-31
24782.94,970,"Touring-2000 Blue, 46",Touring Bikes,Bikes,2013-09-30
24759.84,999,"Road-750 Black, 52",Road Bikes,Bikes,2014-05-01
24703.55,965,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,2013-07-31
24684.00,876,Hitch Rack - 4-Bike,Bike Racks,Accessories,2013-06-30
24610.76,800,"Road-550-W Yellow, 44",Road Bikes,Bikes,2013-03-30
24610.76,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,2013-04-30
